,userid,event_name,event_attributes,event_created_date,Subscription Premium Cancel,last date Subscription Premium Cancel,Membership YM,last date Subscription Premium,2 days had not passedSubscription Premium,last date Sign Up Success,2 days had not passedSign Up Success
7064,668f7ab9e3245b7aafd3b6b608770fb1,Subscription Premium,"{'Start Date': '2022-01-20', 'Renewal Date': '2022-02-21', 'Membership Type': 'Monthly'}",2022-01-20 22:19:18,0,2022-04-16 20:50:39,0,2022-01-20 22:19:18,0,2022-01-20 22:15:40,0
7179,66b10fd6c2896eb0544358c22f857daf,Subscription Premium,"{'Start Date': '2022-02-19', 'Renewal Date': '2022-03-20', 'Membership Type': 'Monthly'}",2022-02-20 05:16:31,1,2022-03-19 13:51:23,0,2022-02-20 05:16:31,0,2022-02-19 18:53:25,0
7205,66b31f5f5cd3fe44a57318ede88e25f6,Subscription Premium,"{'Start Date': '2022-02-28', 'Renewal Date': '2022-04-01', 'Membership Type': 'Monthly'}",2022-03-01 00:58:01,1,2022-03-31 22:05:04,0,2022-03-01 00:58:01,0,2022-02-28 03:40:41,0
7269,679eba26c4e75e0afb178360becfa21b,Subscription Premium,"{'Start Date': '2022-04-16', 'Renewal Date': '2022-05-17', 'Membership Type': 'Monthly'}",2022-04-16 20:50:39,0,2022-04-16 20:50:39,0,2022-04-16 20:50:39,1,2022-04-16 20:43:34,1
7291,67e44c02222349a4e5aff1233d06b8ce,Subscription Premium,"{'Start Date': '2022-04-06', 'Renewal Date': '2022-05-07', 'Membership Type': 'Monthly'}",2022-04-06 12:14:14,0,2022-04-16 20:50:39,0,2022-04-06 12:14:14,0,2022-04-06 12:02:56,0
7312,67f7ee21393060f86207711face96b90,Subscription Premium,"{'Start Date': '2022-01-17', 'Renewal Date': '2022-02-18', 'Membership Type': 'Monthly'}",2022-01-17 16:18:38,0,2022-04-16 20:50:39,0,2022-01-17 16:18:38,0,2022-01-17 16:09:36,0
7320,68142b43f18b2a9addc20e685cfa2d3e,Subscription Premium,"{'Start Date': '2022-01-24', 'Renewal Date': '2022-02-25', 'Membership Type': 'Monthly'}",2022-01-24 20:33:04,0,2022-04-16 20:50:39,0,2022-01-24 20:33:04,0,2022-01-24 20:29:24,0
7326,681be137529c920b3fe7ca9b11001304,Subscription Premium,"{'Start Date': '2022-01-20', 'Renewal Date': '2022-02-21', 'Membership Type': 'Monthly'}",2022-01-20 14:02:57,0,2022-04-16 20:50:39,0,2022-01-20 14:02:57,0,2022-01-20 13:58:27,0
7515,6a44861a524688ce200eb1dd74f1ec13,Subscription Premium,"{'Start Date': '2022-03-03', 'Renewal Date': '2022-04-04', 'Membership Type': 'Monthly'}",2022-03-03 15:04:14,1,2022-03-03 18:47:09,0,2022-03-03 15:04:14,1,2022-03-03 15:00:21,1
7526,6a50932e4131dfcb0c07bb68a6424a19,Subscription Premium,"{'Start Date': '2022-03-21', 'Renewal Date': '2022-04-22', 'Membership Type': 'Monthly'}",2022-03-21 20:06:23,0,2022-04-16 20:50:39,0,2022-03-21 20:06:23,0,2022-03-21 20:02:27,0
7529,6b03383c14cd259c5fd84d98929d8073,Subscription Premium,"{'Start Date': '2022-03-20', 'Renewal Date': '2022-04-21', 'Membership Type': 'Monthly'}",2022-03-21 00:08:08,1,2022-03-21 00:31:39,0,2022-03-21 00:08:08,1,2022-03-21 00:06:29,1
7536,6b127f16e353afcb2ca1856278059f3a,Subscription Premium,"{'Start Date': '2022-03-16', 'Renewal Date': '2022-04-17', 'Membership Type': 'Monthly'}",2022-03-16 21:27:33,1,2022-03-28 19:41:00,0,2022-03-16 21:27:33,0,2022-03-16 21:24:21,0
7545,6b2086f59270bdb54200860df038f920,Subscription Premium,"{'Start Date': '2022-02-23', 'Renewal Date': '2022-03-24', 'Membership Type': 'Monthly'}",2022-02-23 13:55:06,1,2022-03-04 13:52:56,0,2022-02-23 13:55:06,0,2022-02-23 13:50:21,0
7567,6b3bfe87a5b8f183e3cf042103e15da6,Subscription Premium,"{'Start Date': '2022-04-01', 'Renewal Date': '2022-05-02', 'Membership Type': 'Monthly'}",2022-04-01 17:51:32,1,2022-04-04 18:08:26,0,2022-04-01 17:51:32,0,2022-04-01 17:48:12,0
7582,6b41e43bf0a42c1a96e10f061c2fdc0f,Subscription Premium,"{'Start Date': '2022-04-01', 'Renewal Date': '2022-05-02', 'Membership Type': 'Monthly'}",2022-04-02 02:24:36,0,2022-04-16 20:50:39,0,2022-04-02 02:24:36,0,2022-04-02 02:18:47,0
7587,6bfa46a06fc54864c56230aaf3c79e42,Subscription Premium,"{'Start Date': '2022-02-19', 'Renewal Date': '2022-03-20', 'Membership Type': 'Monthly'}",2022-02-19 14:44:14,1,2022-02-19 14:51:23,0,2022-02-19 14:44:14,1,2022-02-19 14:40:37,1
7598,6c33305d1461f30e67d3284b367b36c1,Subscription Premium,"{'Start Date': '2022-01-18', 'Renewal Date': '2022-02-19', 'Membership Type': 'Monthly'}",2022-01-19 00:04:26,0,2022-04-16 20:50:39,0,2022-01-19 00:04:26,0,2022-04-16 20:50:39,1
7617,6c4f1c8d83df5679c8e706fa960ef2e2,Subscription Premium,"{'Start Date': '2022-02-21', 'Renewal Date': '2022-03-22', 'Membership Type': 'Monthly'}",2022-02-22 00:35:02,0,2022-04-16 20:50:39,0,2022-02-22 00:35:02,0,2022-02-22 00:30:26,0
7624,6c8097d370dca54d43273c076df3f905,Subscription Premium,"{'Start Date': '2022-02-15', 'Renewal Date': '2022-03-16', 'Membership Type': 'Monthly'}",2022-02-15 19:05:45,1,2022-03-15 10:48:01,0,2022-02-15 19:05:45,0,2022-02-15 18:59:53,0
7643,6cd4b3af304d32aefeb446632209c00d,Subscription Premium,"{'Start Date': '2022-04-15', 'Renewal Date': '2022-05-16', 'Membership Type': 'Monthly'}",2022-04-15 18:01:24,1,2022-04-15 19:30:49,0,2022-04-15 18:01:24,1,2022-04-15 17:54:22,1
7656,6d02e41c8e9947497e07f058a3f58180,Subscription Premium,"{'Start Date': '2022-01-17', 'Renewal Date': '2022-02-18', 'Membership Type': 'Monthly'}",2022-01-17 20:02:51,0,2022-04-16 20:50:39,0,2022-01-17 20:02:51,0,2022-01-17 19:57:38,0
7727,6d1635dc013afbcd32cbf263fefd1da2,Subscription Premium,"{'Start Date': '2022-03-12', 'Renewal Date': '2022-04-13', 'Membership Type': 'Monthly'}",2022-03-13 01:00:24,0,2022-04-16 20:50:39,0,2022-03-13 01:00:24,0,2022-03-12 23:12:03,0
7740,6d66d3af4a1e1cc0cd828bf070b9cea4,Subscription Premium,"{'Start Date': '2022-03-12', 'Renewal Date': '2022-04-13', 'Membership Type': 'Monthly'}",2022-03-12 22:26:52,0,2022-04-16 20:50:39,0,2022-03-12 22:26:52,0,2022-03-12 22:23:20,0
7761,6d72103921deb3f259ad4f3b5010d645,Subscription Premium,"{'Start Date': '2022-03-18', 'Renewal Date': '2022-04-19', 'Membership Type': 'Monthly'}",2022-03-19 03:18:33,1,2022-03-19 22:36:31,0,2022-03-19 03:18:33,1,2022-03-19 03:13:38,1
7772,6e4214a92f2f666f39cab4f3f85552a1,Subscription Premium,"{'Start Date': '2022-04-09', 'Renewal Date': '2022-05-10', 'Membership Type': 'Monthly'}",2022-04-09 20:43:46,1,2022-04-09 20:53:05,0,2022-04-09 20:43:46,1,2022-04-09 20:33:51,1
7778,6e488a2cd37d0be31525956b781329ef,Subscription Premium,"{'Start Date': '2022-02-19', 'Renewal Date': '2022-03-20', 'Membership Type': 'Monthly'}",2022-02-19 21:23:46,0,2022-04-16 20:50:39,0,2022-02-19 21:23:46,0,2022-02-12 16:25:41,0
7786,6ebd67ba68c521c86d797a1c439d6de9,Subscription Premium,"{'Start Date': '2022-04-16', 'Renewal Date': '2022-05-17', 'Membership Type': 'Monthly'}",2022-04-16 18:58:36,0,2022-04-16 20:50:39,0,2022-04-16 18:58:36,1,2022-04-16 18:46:37,1
7791,6ed0c8f06d0e3853edafbea251c85e23,Subscription Premium,"{'Start Date': '2022-02-21', 'Renewal Date': '2022-03-22', 'Membership Type': 'Monthly'}",2022-02-21 17:36:40,0,2022-04-16 20:50:39,0,2022-02-21 17:36:40,0,2022-02-21 17:33:59,0
7797,6ed6795bd1ceb8e34090bab0abe5d427,Subscription Premium,"{'Start Date': '2022-04-13', 'Renewal Date': '2022-05-14', 'Membership Type': 'Monthly'}",2022-04-14 01:24:28,0,2022-04-16 20:50:39,0,2022-04-14 01:24:28,0,2022-04-14 01:17:55,0
7808,6f227f1eed0b0a2d593c2393191465d7,Subscription Premium,"{'Start Date': '2022-03-15', 'Renewal Date': '2022-04-16', 'Membership Type': 'Monthly'}",2022-03-15 22:49:05,0,2022-04-16 20:50:39,0,2022-03-15 22:49:05,0,2022-03-15 22:44:57,0
7815,6f85b2697597c8fbcfd59ac98452fbbd,Subscription Premium,"{'Start Date': '2022-03-08', 'Renewal Date': '2022-04-09', 'Membership Type': 'Monthly'}",2022-03-08 17:26:08,1,2022-03-28 04:03:45,0,2022-03-08 17:26:08,0,2022-03-08 17:20:56,0
7826,707b28277600d533b82416346e1e0c03,Subscription Premium,"{'Start Date': '2022-01-23', 'Renewal Date': '2022-02-24', 'Membership Type': 'Monthly'}",2022-01-23 18:00:40,0,2022-04-16 20:50:39,0,2022-01-23 18:00:40,0,2022-01-23 17:51:52,0
7839,70a531dec42819345490a13d996c2c02,Subscription Premium,"{'Start Date': '2022-03-14', 'Renewal Date': '2022-04-15', 'Membership Type': 'Monthly'}",2022-03-15 01:49:08,0,2022-04-16 20:50:39,0,2022-03-15 01:49:08,0,2022-03-15 01:42:58,0
7858,71bc35c99af9dc4764efddef3507c7f6,Subscription Premium,"{'Start Date': '2022-01-31', 'Renewal Date': '2022-03-01', 'Membership Type': 'Monthly'}",2022-02-01 01:40:53,0,2022-04-16 20:50:39,0,2022-02-01 01:40:53,0,2022-02-01 01:37:47,0
7876,72ba1daf18a4f8d055f638a01e0ce00f,Subscription Premium,"{'Start Date': '2022-04-08', 'Renewal Date': '2022-05-09', 'Membership Type': 'Monthly'}",2022-04-08 15:37:30,1,2022-04-08 15:43:49,0,2022-04-08 15:37:30,1,2022-04-03 17:59:56,0
7893,72ddc089f598099bef84a1d427453518,Subscription Premium,"{'Start Date': '2022-03-13', 'Renewal Date': '2022-04-14', 'Membership Type': 'Monthly'}",2022-03-14 04:14:35,0,2022-04-16 20:50:39,0,2022-03-14 04:14:35,0,2022-03-14 01:53:09,0
7903,7330db2476147855496e9baf3c68fa1f,Subscription Premium,"{'Start Date': '2022-02-24', 'Renewal Date': '2022-03-25', 'Membership Type': 'Monthly'}",2022-02-25 05:55:39,1,2022-03-18 19:48:07,0,2022-02-25 05:55:39,0,2022-02-25 05:50:56,0
7923,7358e98fcaee5650976f24757afaee80,Subscription Premium,"{'Start Date': '2022-02-28', 'Renewal Date': '2022-04-01', 'Membership Type': 'Monthly'}",2022-03-01 01:52:30,0,2022-04-16 20:50:39,0,2022-03-01 01:52:30,0,2022-03-01 01:44:41,0
7936,73a754cf72593344bcd2412c1c24975b,Subscription Premium,"{'Start Date': '2022-01-19', 'Renewal Date': '2022-02-20', 'Membership Type': 'Monthly'}",2022-01-20 07:25:16,1,2022-03-04 12:30:31,0,2022-01-20 07:25:16,0,2022-01-20 06:59:17,0
7952,73e6e088d9488e7282bb8401c9e1dd8c,Subscription Premium,"{'Start Date': '2022-03-12', 'Renewal Date': '2022-04-13', 'Membership Type': 'Monthly'}",2022-03-12 22:42:07,1,2022-03-26 10:53:26,0,2022-03-12 22:42:07,0,2022-03-12 22:38:12,0
7969,740ba60aca6e9c45ff92f344eba5e2ff,Subscription Premium,"{'Start Date': '2022-01-23', 'Renewal Date': '2022-02-24', 'Membership Type': 'Monthly'}",2022-01-23 16:19:43,0,2022-04-16 20:50:39,0,2022-01-23 16:19:43,0,2022-04-16 20:50:39,1
7976,74211274966334ab67e873e978419c5a,Subscription Premium,"{'Start Date': '2022-04-10', 'Renewal Date': '2022-05-11', 'Membership Type': 'Monthly'}",2022-04-10 17:55:12,0,2022-04-16 20:50:39,0,2022-04-10 17:55:12,0,2022-04-10 17:45:19,0
7981,7446531cc6fc95e443b3b10e37ee41c3,Subscription Premium,"{'Start Date': '2022-02-26', 'Renewal Date': '2022-03-27', 'Membership Type': 'Monthly'}",2022-02-26 20:19:17,0,2022-04-16 20:50:39,0,2022-02-26 20:19:17,0,2022-02-26 20:13:20,0
8003,746355602a97e0c70015a35f67a96f71,Subscription Premium,"{'Start Date': '2022-03-16', 'Renewal Date': '2022-04-17', 'Membership Type': 'Monthly'}",2022-03-17 04:30:53,1,2022-03-28 15:52:01,0,2022-03-17 04:30:53,0,2022-03-17 04:22:46,0
8030,747b98f5b9a90cabcc4ac3ff2840fb46,Subscription Premium,"{'Start Date': '2022-02-14', 'Renewal Date': '2022-03-15', 'Membership Type': 'Monthly'}",2022-02-14 22:39:14,0,2022-04-16 20:50:39,0,2022-02-14 22:39:14,0,2022-02-14 22:35:46,0
8040,74b4605360487e1fd352f818a7f28129,Subscription Premium,"{'Start Date': '2022-01-21', 'Renewal Date': '2022-02-22', 'Membership Type': 'Monthly'}",2022-01-21 19:07:17,0,2022-04-16 20:50:39,0,2022-01-21 19:07:17,0,2022-01-21 19:02:10,0
8054,74bd56df483092f61846d1ebd02b2536,Subscription Premium,"{'Start Date': '2022-03-13', 'Renewal Date': '2022-04-14', 'Membership Type': 'Monthly'}",2022-03-13 15:15:52,0,2022-04-16 20:50:39,0,2022-03-13 15:15:52,0,2022-03-13 15:12:30,0
8062,7520b85fc31f422a5f6531ec8004bf94,Subscription Premium,"{'Start Date': '2022-03-05', 'Renewal Date': '2022-04-06', 'Membership Type': 'Monthly'}",2022-03-05 22:23:25,0,2022-04-16 20:50:39,0,2022-03-05 22:23:25,0,2022-03-05 22:20:15,0
8071,75c4f78f115de72ae4a0d456d03f7529,Subscription Premium,"{'Start Date': '2022-03-02', 'Renewal Date': '2022-04-03', 'Membership Type': 'Monthly'}",2022-03-03 02:37:23,0,2022-04-16 20:50:39,0,2022-03-03 02:37:23,0,2022-03-03 02:29:45,0
8113,769ddb400388cd7c986ef46d4bdcf124,Subscription Premium,"{'Start Date': '2022-02-18', 'Renewal Date': '2022-03-19', 'Membership Type': 'Monthly'}",2022-02-18 21:22:45,0,2022-04-16 20:50:39,0,2022-02-18 21:22:45,0,2022-02-18 21:17:01,0
8119,769e151ca90161c3fabb9201fef80d1a,Subscription Premium,"{'Start Date': '2022-04-15', 'Renewal Date': '2022-05-16', 'Membership Type': 'Monthly'}",2022-04-15 14:57:32,0,2022-04-16 20:50:39,0,2022-04-15 14:57:32,1,2022-04-15 14:53:26,1
8124,76fe70e7bdbb37ae744fce3af3dce538,Subscription Premium,"{'Start Date': '2022-01-25', 'Renewal Date': '2022-02-26', 'Membership Type': 'Monthly'}",2022-01-25 23:19:08,0,2022-04-16 20:50:39,0,2022-01-25 23:19:08,0,2022-01-25 23:09:03,0
8134,778db99f685b5fa7e8ab7fe0ca3b04b2,Subscription Premium,"{'Start Date': '2022-03-11', 'Renewal Date': '2022-04-12', 'Membership Type': 'Monthly'}",2022-03-11 22:21:23,0,2022-04-16 20:50:39,0,2022-03-11 22:21:23,0,2022-03-11 16:59:33,0
8147,778debf52fcae3fbb12a48895458de51,Subscription Premium,"{'Start Date': '2022-04-09', 'Renewal Date': '2022-05-10', 'Membership Type': 'Monthly'}",2022-04-09 13:33:07,0,2022-04-16 20:50:39,0,2022-04-09 13:33:07,0,2022-04-09 13:27:48,0
8152,780942ac87621f10088d6a48fd3e1e6c,Subscription Premium,"{'Start Date': '2022-04-07', 'Renewal Date': '2022-05-08', 'Membership Type': 'Monthly'}",2022-04-07 14:16:30,0,2022-04-16 20:50:39,0,2022-04-07 14:16:30,0,2022-04-02 18:12:45,0
8159,7812c9accce8c30ca1f476f9bcf64914,Subscription Premium,"{'Start Date': '2022-04-15', 'Renewal Date': '2022-05-16', 'Membership Type': 'Monthly'}",2022-04-15 23:00:09,0,2022-04-16 20:50:39,0,2022-04-15 23:00:09,1,2022-04-15 22:39:42,1
8166,785f2edf4f847733164fd462c1e53eed,Subscription Premium,"{'Start Date': '2022-02-25', 'Renewal Date': '2022-03-26', 'Membership Type': 'Monthly'}",2022-02-25 22:11:18,0,2022-04-16 20:50:39,0,2022-02-25 22:11:18,0,2022-02-25 22:07:57,0
8172,786a751a12adb8e6f424e522319e1231,Subscription Premium,"{'Start Date': '2022-03-07', 'Renewal Date': '2022-04-08', 'Membership Type': 'Monthly'}",2022-03-07 16:46:10,0,2022-04-16 20:50:39,0,2022-03-07 16:46:10,0,2022-04-16 20:50:39,1
8199,78f13526411c5a1aa4db7aaaa7fe853f,Subscription Premium,"{'Start Date': '2022-02-26', 'Renewal Date': '2022-03-27', 'Membership Type': 'Monthly'}",2022-02-26 15:46:24,0,2022-04-16 20:50:39,0,2022-02-26 15:46:24,0,2022-02-26 15:23:21,0
8210,7938947afcc7548697b95f5a6239ebb0,Subscription Premium,"{'Start Date': '2022-03-23', 'Renewal Date': '2022-04-24', 'Membership Type': 'Monthly'}",2022-03-23 20:18:02,0,2022-04-16 20:50:39,0,2022-03-23 20:18:02,0,2022-03-23 20:14:53,0
8219,79bcd342e50f3d187104aa2849b51375,Subscription Premium,"{'Start Date': '2022-01-18', 'Renewal Date': '2022-02-19', 'Membership Type': 'Monthly'}",2022-01-18 13:06:06,1,2022-03-18 18:37:05,0,2022-01-18 13:06:06,0,2022-01-18 13:03:34,0
8243,79f8cf6ce571f244b48b0d9132fc168b,Subscription Premium,"{'Start Date': '2022-04-03', 'Renewal Date': '2022-05-04', 'Membership Type': 'Monthly'}",2022-04-03 17:34:18,0,2022-04-16 20:50:39,0,2022-04-03 17:34:18,0,2022-03-21 01:17:45,0
8268,7aa38e21f89ff1055e61790c4dee4085,Subscription Premium,"{'Start Date': '2022-02-23', 'Renewal Date': '2022-03-24', 'Membership Type': 'Monthly'}",2022-02-23 18:42:34,0,2022-04-16 20:50:39,0,2022-02-23 18:42:34,0,2022-02-23 18:24:34,0
8274,7b16286bd9dc0c70b946686e2acdf469,Subscription Premium,"{'Start Date': '2022-02-12', 'Renewal Date': '2022-03-13', 'Membership Type': 'Monthly'}",2022-02-12 22:59:44,0,2022-04-16 20:50:39,0,2022-02-12 22:59:44,0,2022-02-12 22:56:48,0
8283,7b86433951831429fc9a935625c31f77,Subscription Premium,"{'Start Date': '2022-02-15', 'Renewal Date': '2022-03-16', 'Membership Type': 'Monthly'}",2022-02-15 18:53:26,0,2022-04-16 20:50:39,0,2022-02-15 18:53:26,0,2022-02-13 16:21:34,0
8360,7c172280a985eae7ad5b90b4977cae01,Subscription Premium,"{'Start Date': '2022-02-17', 'Renewal Date': '2022-03-18', 'Membership Type': 'Monthly'}",2022-02-17 16:46:33,1,2022-02-21 02:13:00,0,2022-02-17 16:46:33,0,2022-02-17 16:37:32,0
8378,7ca83bec7b758eaa006f3b6fdb3bd2a5,Subscription Premium,"{'Start Date': '2022-03-16', 'Renewal Date': '2022-04-17', 'Membership Type': 'Monthly'}",2022-03-16 17:50:48,1,2022-04-16 12:41:26,0,2022-03-16 17:50:48,0,2022-03-16 17:45:16,0
8397,7e17829428af94540036cd0c32451b61,Subscription Premium,"{'Start Date': '2022-03-12', 'Renewal Date': '2022-04-13', 'Membership Type': 'Monthly'}",2022-03-13 03:33:26,0,2022-04-16 20:50:39,0,2022-03-13 03:33:26,0,2022-03-13 03:30:04,0
8414,7e21c83d1a2ad5c1cddd599478467a89,Subscription Premium,"{'Start Date': '2022-02-13', 'Renewal Date': '2022-03-14', 'Membership Type': 'Monthly'}",2022-02-14 01:58:13,0,2022-04-16 20:50:39,0,2022-02-14 01:58:13,0,2022-02-14 01:54:55,0
8422,7ec7d876fc0b0a266f0bbe7f1e086f16,Subscription Premium,"{'Start Date': '2022-02-21', 'Renewal Date': '2022-03-22', 'Membership Type': 'Monthly'}",2022-02-21 08:22:36,1,2022-03-21 03:53:26,0,2022-02-21 08:22:36,0,2022-02-21 08:19:25,0
8440,7f132284f2c53ef1d6c3b63f97a15bde,Subscription Premium,"{'Start Date': '2022-03-14', 'Renewal Date': '2022-04-15', 'Membership Type': 'Monthly'}",2022-03-14 19:19:50,1,2022-03-14 20:35:04,0,2022-03-14 19:19:50,1,2022-03-14 19:14:32,1
8455,80584b0d93d611a6fe7778907d7df02c,Subscription Premium,"{'Start Date': '2022-02-19', 'Renewal Date': '2022-03-20', 'Membership Type': 'Monthly'}",2022-02-19 17:51:03,1,2022-02-19 19:07:58,0,2022-02-19 17:51:03,1,2022-02-19 17:45:10,1
8475,807a38fcff8eb664c9ffb059bd89bc35,Subscription Premium,"{'Start Date': '2022-03-26', 'Renewal Date': '2022-04-27', 'Membership Type': 'Monthly'}",2022-03-27 02:35:34,0,2022-04-16 20:50:39,0,2022-03-27 02:35:34,0,2022-03-18 01:20:17,0
8497,80db5265ec07c224f0f32e53e1cad09b,Subscription Premium,"{'Start Date': '2022-02-26', 'Renewal Date': '2022-03-27', 'Membership Type': 'Monthly'}",2022-02-26 21:03:12,0,2022-04-16 20:50:39,0,2022-02-26 21:03:12,0,2022-02-26 20:59:21,0
8516,81d7b7d89e06767d80a1aba25e4e3609,Subscription Premium,"{'Start Date': '2022-04-14', 'Renewal Date': '2022-05-15', 'Membership Type': 'Monthly'}",2022-04-14 23:28:34,0,2022-04-16 20:50:39,0,2022-04-14 23:28:34,0,2022-04-14 23:20:43,0
8529,821444cb337f85c41d9c4f1f057a26fc,Subscription Premium,"{'Start Date': '2022-02-27', 'Renewal Date': '2022-03-28', 'Membership Type': 'Monthly'}",2022-02-27 13:45:01,1,2022-03-28 00:31:50,0,2022-02-27 13:45:01,0,2022-02-27 13:38:39,0
8558,821abef4e323933a74c6bed01a7b89a2,Subscription Premium,"{'Start Date': '2022-01-17', 'Renewal Date': '2022-02-18', 'Membership Type': 'Monthly'}",2022-01-18 03:11:04,0,2022-04-16 20:50:39,0,2022-01-18 03:11:04,0,2022-01-18 03:04:46,0
8574,829ecc5ca524bdfcfe1b1e7f21d1f9c7,Subscription Premium,"{'Start Date': '2022-02-07', 'Renewal Date': '2022-03-08', 'Membership Type': 'Monthly'}",2022-02-07 21:50:06,1,2022-02-09 09:17:45,0,2022-02-07 21:50:06,0,2022-02-07 21:44:20,0
8606,82e7a8b7a900896b582e98b1fc8e3367,Subscription Premium,"{'Start Date': '2022-01-16', 'Renewal Date': '2022-02-17', 'Membership Type': 'Monthly'}",2022-01-16 21:11:06,0,2022-04-16 20:50:39,0,2022-01-16 21:11:06,0,2022-01-16 06:48:09,0
8611,8314aa5b02faee1547c149df74112729,Subscription Premium,"{'Start Date': '2022-02-04', 'Renewal Date': '2022-03-05', 'Membership Type': 'Monthly'}",2022-02-04 15:54:02,0,2022-04-16 20:50:39,0,2022-02-04 15:54:02,0,2022-01-27 00:39:41,0
8634,831944d3be354b35c7f47854d72096bd,Subscription Premium,"{'Start Date': '2022-04-11', 'Renewal Date': '2022-05-12', 'Membership Type': 'Monthly'}",2022-04-11 11:29:23,0,2022-04-16 20:50:39,0,2022-04-11 11:29:23,0,2022-04-11 11:24:59,0
8639,833489856a3cc8840d47a2c1cadda36d,Subscription Premium,"{'Start Date': '2022-04-16', 'Renewal Date': '2022-05-17', 'Membership Type': 'Monthly'}",2022-04-16 19:58:26,0,2022-04-16 20:50:39,0,2022-04-16 19:58:26,1,2022-04-16 19:54:43,1
8643,835cd46f88d2757fa3551ee0acf12b45,Subscription Premium,"{'Start Date': '2022-04-08', 'Renewal Date': '2022-05-09', 'Membership Type': 'Monthly'}",2022-04-08 15:58:56,0,2022-04-16 20:50:39,0,2022-04-08 15:58:56,0,2022-04-08 15:55:52,0
8661,838d4f113bf9bc1edf7d845f7c2dc43e,Subscription Premium,"{'Start Date': '2022-03-02', 'Renewal Date': '2022-04-03', 'Membership Type': 'Monthly'}",2022-03-03 01:17:06,0,2022-04-16 20:50:39,0,2022-03-03 01:17:06,0,2022-03-03 01:11:32,0
8676,83cf5f5241e85c4250279a9e47c140ba,Subscription Premium,"{'Start Date': '2022-02-08', 'Renewal Date': '2022-03-09', 'Membership Type': 'Monthly'}",2022-02-09 07:38:03,1,2022-02-09 09:18:46,0,2022-02-09 07:38:03,1,2022-02-09 07:33:50,1
8692,83d8dd0b91a9ac1e25dc3a3989559c05,Subscription Premium,"{'Start Date': '2022-03-06', 'Renewal Date': '2022-04-07', 'Membership Type': 'Monthly'}",2022-03-06 17:01:08,1,2022-03-21 02:50:11,0,2022-03-06 17:01:08,0,2022-03-06 16:51:31,0
8700,841814b648257ddd7ade91f17bd78301,Subscription Premium,"{'Start Date': '2022-02-26', 'Renewal Date': '2022-03-27', 'Membership Type': 'Monthly'}",2022-02-27 00:43:55,0,2022-04-16 20:50:39,0,2022-02-27 00:43:55,0,2022-02-27 00:41:01,0
8833,84cb771d0fc432151d11d6e7a40ee0d1,Subscription Premium,"{'Start Date': '2022-01-26', 'Renewal Date': '2022-02-27', 'Membership Type': 'Monthly'}",2022-01-26 23:35:49,0,2022-04-16 20:50:39,0,2022-01-26 23:35:49,0,2022-01-26 23:29:20,0
8861,84e6a179f99783cbeeacf7937377cb50,Subscription Premium,"{'Start Date': '2022-03-05', 'Renewal Date': '2022-04-06', 'Membership Type': 'Monthly'}",2022-03-05 17:36:33,0,2022-04-16 20:50:39,0,2022-03-05 17:36:33,0,2022-03-05 17:33:37,0
8867,8516a2ec257c9f23d92c7e31fbdd7513,Subscription Premium,"{'Start Date': '2022-02-12', 'Renewal Date': '2022-03-13', 'Membership Type': 'Monthly'}",2022-02-12 18:02:21,0,2022-04-16 20:50:39,0,2022-02-12 18:02:21,0,2022-02-12 17:56:22,0
8877,86b9a058b3c7868069082bcb3ed25ef4,Subscription Premium,"{'Start Date': '2022-03-10', 'Renewal Date': '2022-04-11', 'Membership Type': 'Monthly'}",2022-03-11 00:31:16,1,2022-04-12 15:41:47,0,2022-03-11 00:31:16,0,2022-03-11 00:27:24,0
8905,871e8c260d34f08f6d357f02155d3843,Subscription Premium,"{'Start Date': '2022-04-15', 'Renewal Date': '2022-05-16', 'Membership Type': 'Monthly'}",2022-04-16 03:44:01,0,2022-04-16 20:50:39,0,2022-04-16 03:44:01,1,2022-04-13 22:58:22,0
8910,8737985b55e9d3e859bdd9d52a123db4,Subscription Premium,"{'Start Date': '2022-03-04', 'Renewal Date': '2022-04-05', 'Membership Type': 'Monthly'}",2022-03-05 01:59:23,0,2022-04-16 20:50:39,0,2022-03-05 01:59:23,0,2022-03-05 01:52:08,0
8920,8778571a0790a8695a3e4d702962938b,Subscription Premium,"{'Start Date': '2022-04-05', 'Renewal Date': '2022-05-06', 'Membership Type': 'Monthly'}",2022-04-05 14:44:25,0,2022-04-16 20:50:39,0,2022-04-05 14:44:25,0,2022-04-02 15:17:03,0
8941,87d447e36b196fb02624aa4af154048f,Subscription Premium,"{'Start Date': '2022-03-08', 'Renewal Date': '2022-04-09', 'Membership Type': 'Monthly'}",2022-03-08 16:19:27,1,2022-04-09 20:13:59,0,2022-03-08 16:19:27,0,2022-03-08 16:09:41,0
8949,87e610862504ba1b10aac5138bb8cd01,Subscription Premium,"{'Start Date': '2022-02-15', 'Renewal Date': '2022-03-16', 'Membership Type': 'Monthly'}",2022-02-15 17:17:25,0,2022-04-16 20:50:39,0,2022-02-15 17:17:25,0,2022-02-15 17:13:22,0
8974,87f1b1447b0ddaff0fa63cddbe85f4e7,Subscription Premium,"{'Start Date': '2022-03-26', 'Renewal Date': '2022-04-27', 'Membership Type': 'Monthly'}",2022-03-26 21:24:35,1,2022-03-26 21:28:03,0,2022-03-26 21:24:35,1,2022-03-26 21:17:48,1
