,userid,user_state,event_name,event_attributes,event_created_date,event_platform,device_manufacture,device_model,Subscription Premium Cancel,Add Payment Method Success,Subscription Premium,Account History Transaction Details,Add Vehicle Success,Subscription Premium Renew,Sign Up Success,Order,Chat Conversation Opened,Add Vehicle Break,Chat Conversation Started,Email Confirmation Success,Add Payment Method Failed,Account Setup Skip,Calculator View,Wallet Opened,Account Setup Profile Skip,Sign Out,Transaction Refund,Calculator Used,Add Vehicle Failed,Sign Up Error,Reset Password Set,last date Subscription Premium Cancel,last date Subscription Premium Renew,Membership Ren,2 days had not passedSubscription Premium Renew,Membership Sub,last date Subscription Premium,2 days had not passedSubscription Premium,last date Order,delta monthsOrder
13488,c86c4c96e5377a9f5f1f48b8431346d8,3,Sign Up Success,{'Method': 'Email'},2022-03-02 15:23:55,1,0,135,1,1,1,1,1,0,1,0,1,0,1,1,0,1,1,1,0,0,0,1,0,0,0,2022-04-03 14:59:24,2022-04-16 20:50:39,0,1,1,2022-03-02 20:19:08,0,2022-04-16 20:50:39,-1
13518,c88aebef8d6337c3ab4c04be6853976a,10,Sign Up Success,{'Method': 'Google'},2022-01-31 03:21:06,1,0,142,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2022-04-16 20:50:39,2022-04-16 20:50:39,0,1,1,2022-03-19 19:47:57,0,2022-03-28 05:57:19,0
13532,c8d4d395f6b45f1ddd6ab9f29180f54a,30,Account History Transaction Details,"{'Type': 'Auto Payment', 'Navigated From': 'account_history'}",2022-01-15 03:54:04,1,0,144,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2022-04-16 20:50:39,2022-02-09 01:12:20,2,0,0,2022-04-16 20:50:39,1,2022-03-04 07:00:43,1
13582,c94dba99288d37a1437fef7f8fd12d0d,8,Sign Out,{'Type': 'Manual'},2022-03-02 10:48:47,0,11,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2022-04-16 20:50:39,2022-04-16 20:50:39,0,1,0,2022-04-16 20:50:39,1,2022-04-16 20:50:39,0
13583,c952231e6ea12e2bdd6f735453422008,3,Sign Up Success,{'Method': 'Email'},2022-02-26 05:45:31,1,0,142,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,2022-04-07 14:05:01,2022-03-25 02:02:05,2,0,1,2022-02-26 05:57:00,0,2022-03-08 11:28:17,1
13642,c95c777785faec8dd910d019d7278ebe,3,Add Vehicle Success,"{'Make': 'Dodge', 'Model': 'Caravan', 'Color': 'White', 'Year': '2019', 'Temporary': 'false', 'Start Date': '', 'End Date': '', 'Rental state': ''}",2022-01-16 17:03:04,0,11,99,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-04-16 20:50:39,2022-04-16 20:50:39,0,1,0,2022-04-16 20:50:39,1,2022-04-10 10:22:44,0
13650,ca50c21a87b9c1f8d8fced74ea09c584,30,Sign Up Success,{'Method': 'Google'},2022-03-27 03:59:05,0,3,34,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2022-04-16 20:50:39,2022-04-16 20:50:39,0,1,1,2022-03-27 04:04:45,0,2022-04-16 20:50:39,0
13657,ca79374cbefb71b9bdfdc7151c0c5ccf,30,Sign Up Success,{'Method': 'Facebook'},2022-03-01 22:33:16,0,11,92,1,1,1,1,1,0,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,2022-04-01 12:54:44,2022-04-16 20:50:39,0,1,1,2022-03-01 22:36:09,0,2022-04-05 06:05:24,0
13691,cad88df3141ed87ecea0d485a4567161,3,Sign Up Success,{'Method': 'Google'},2022-04-11 17:02:19,0,11,94,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-04-16 20:50:39,2022-04-16 20:50:39,0,1,1,2022-04-11 17:07:11,0,2022-04-16 20:50:39,0
13693,cb02d112cccb1d9196b2774d10a5c4f0,3,Sign Up Success,{'Method': 'Email'},2022-02-20 22:46:56,1,0,132,0,1,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2022-04-16 20:50:39,2022-04-16 20:50:39,0,1,0,2022-04-16 20:50:39,1,2022-03-13 11:22:06,1
13700,cb659619a5988a491e24422c1aae7dea,3,Sign Up Success,{'Method': 'Google'},2022-01-21 22:08:43,0,11,74,0,1,1,1,1,0,1,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,2022-04-16 20:50:39,2022-04-16 20:50:39,0,1,1,2022-01-22 00:41:02,0,2022-03-08 11:28:12,1
13733,cb684e33cbd1c8233bce4032afc96d55,8,Sign Up Success,{'Method': 'Apple'},2022-02-10 02:55:54,1,0,142,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2022-04-16 20:50:39,2022-04-16 20:50:39,0,1,0,2022-04-16 20:50:39,1,2022-04-16 08:25:18,0
13748,cbe503bf7bfcfdf8b7d1315198e06313,30,Sign Up Success,{'Method': 'Google'},2022-04-02 20:50:32,0,11,79,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2022-04-15 16:39:26,2022-04-16 20:50:39,0,1,1,2022-04-02 20:54:24,0,2022-04-16 20:50:39,-1
13754,cccb821a913e3c02243aa05cd8b6544c,15,Sign Up Success,{'Method': 'Apple'},2022-03-26 23:01:04,1,0,137,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-04-16 20:50:39,2022-04-16 20:50:39,0,1,1,2022-03-26 23:06:41,0,2022-04-10 17:06:16,0
13760,ccfc868a3b67037fe3e90dfd1e867d2d,3,Sign Up Success,{'Method': 'Apple'},2022-03-06 00:39:50,1,0,135,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-04-16 20:50:39,2022-04-05 01:15:38,1,0,1,2022-03-06 00:46:12,0,2022-04-09 10:42:32,0
13769,cd1438144a68cb7599bae36706b5038c,30,Sign Up Success,{'Method': 'Google'},2022-01-23 06:45:48,0,11,98,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2022-04-16 20:50:39,2022-03-22 01:10:30,1,0,1,2022-01-23 06:48:43,0,2022-04-16 20:50:39,0
13779,cd4e32833318c52890435bb93291a327,30,Sign Up Success,{'Method': 'Apple'},2022-03-19 17:40:46,1,0,137,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-04-16 20:50:39,2022-04-16 20:50:39,0,1,1,2022-03-19 17:46:02,0,2022-04-16 20:50:39,0
13783,cd56cddd5f11f001d50e30060ee78876,3,Sign Up Success,{'Method': 'Google'},2022-02-11 20:50:55,0,11,95,0,1,1,0,1,0,1,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,2022-04-16 20:50:39,2022-04-16 20:50:39,0,1,1,2022-02-11 20:55:19,0,2022-03-11 03:17:02,1
13798,cdb1d88be5d59a03e80c95d2a021f728,30,Sign Up Success,{'Method': 'Google'},2022-04-01 22:40:04,1,0,142,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-04-16 20:50:39,2022-04-16 20:50:39,0,1,1,2022-04-02 18:45:31,0,2022-04-16 20:50:39,0
13803,ce0cf47f5afc08b5d23269d6d47768af,5,Sign Up Success,{'Method': 'Google'},2022-03-20 16:00:09,0,11,95,0,1,1,0,1,0,1,1,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,2022-04-16 20:50:39,2022-04-16 20:50:39,0,1,1,2022-03-20 16:05:47,0,2022-04-03 08:22:29,0
13817,ce1f9af4fb19ff87ef17e2ae6ff1a45a,3,Sign Up Success,{'Method': 'Apple'},2022-02-21 19:07:01,1,0,133,0,1,1,1,1,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,2022-04-16 20:50:39,2022-03-21 01:14:08,1,0,1,2022-02-21 19:13:08,0,2022-03-31 11:22:55,0
13833,ce3e5edb71baee282433c98abd4e6bf3,30,Sign Up Success,{'Method': 'Google'},2022-02-22 18:57:55,1,0,146,1,1,1,1,1,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,2022-03-05 20:35:40,2022-04-16 20:50:39,0,1,1,2022-02-22 19:02:24,0,2022-04-16 20:50:39,-1
13858,ce5e12da979c5968f141f3aa9df94575,3,Add Payment Method Failed,"{'Error Code': 'ERROR-16010', 'Payment Method': 'Credit Card', 'Error Message': 'Card is debit but credit is required.'}",2022-01-17 01:09:15,1,0,135,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,2022-04-16 20:50:39,2022-04-16 20:50:39,0,1,0,2022-04-16 20:50:39,1,2022-04-16 20:50:39,0
13862,ce82dfc4b9e92370b636bd75cb0eb3ea,3,Account Setup Skip,{},2022-02-26 01:50:36,0,3,35,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2022-04-16 20:50:39,2022-04-16 20:50:39,0,1,0,2022-04-16 20:50:39,1,2022-04-16 20:50:39,0
13865,ce84e058130e085513f0455bc725865e,30,Sign Up Success,{'Method': 'Apple'},2022-01-22 20:46:31,1,0,135,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2022-04-16 20:50:39,2022-04-16 20:50:39,0,1,1,2022-01-22 20:54:36,0,2022-03-19 06:38:12,0
14076,cef3c13a885053350dd68b3ce64eddc7,32,Sign Up Success,{'Method': 'Apple'},2022-04-13 02:07:45,1,0,150,1,1,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,2022-04-13 10:13:44,2022-04-16 20:50:39,0,1,1,2022-04-13 02:21:42,1,2022-04-16 20:50:39,-1
14090,cf35fa431a2d895944116bcb3d9de7f7,3,Sign Up Success,{'Method': 'Google'},2022-03-05 19:09:14,1,0,146,0,1,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2022-04-16 20:50:39,2022-04-16 20:50:39,0,1,0,2022-04-16 20:50:39,1,2022-03-07 15:15:14,1
14097,cfce0a2c5f3280e3249fdb2370a15200,3,Sign Up Success,{'Method': 'Email'},2022-04-02 14:15:20,1,0,142,0,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,0,0,0,1,0,0,0,2022-04-16 20:50:39,2022-04-16 20:50:39,0,1,1,2022-04-02 14:33:10,0,2022-04-14 10:28:47,0
14133,d04c4b4b8575810181130be5d134470a,3,Subscription Premium Renew,"{'Start Date': '2022-02-08', 'Renewal Date': '2023-02-08', 'Membership Type': 'Yearly'}",2022-02-07 02:26:01,2,13,168,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-04-16 20:50:39,2022-02-07 02:26:01,2,0,0,2022-04-16 20:50:39,1,2022-04-16 20:50:39,0
14134,d09eae748c05c8e0fd699e34ac658304,3,Sign Up Success,{'Method': 'Email'},2022-03-20 00:52:46,1,0,142,0,1,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2022-04-16 20:50:39,2022-04-16 20:50:39,0,1,1,2022-03-20 00:55:27,0,2022-04-16 20:50:39,0
14140,d0e7ee85a173c919c6fe5b3f50dea062,30,Add Vehicle Break,{},2022-02-19 01:37:36,0,1,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2022-04-16 20:50:39,2022-04-16 20:50:39,0,1,0,2022-04-16 20:50:39,1,2022-04-16 20:50:39,0
14142,d112222b18819efd56f5861a1f602ed2,3,Sign Up Success,{'Method': 'Google'},2022-01-21 21:19:02,0,11,105,0,1,0,1,1,1,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,2022-04-16 20:50:39,2022-02-21 01:17:20,2,0,0,2022-04-16 20:50:39,1,2022-03-29 10:29:38,0
14158,d121af0252ddffd37c9cffe7ea9136e0,21,Sign Up Success,{'Method': 'Google'},2022-03-20 16:40:48,0,1,9,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2022-04-16 20:50:39,2022-04-16 20:50:39,0,1,1,2022-03-20 16:43:36,0,2022-04-16 20:50:39,0
14163,d13cf0b65d1701596269c4000bf647b8,11,Subscription Premium Renew,"{'Start Date': '2022-02-02', 'Renewal Date': '2023-02-02', 'Membership Type': 'Yearly'}",2022-02-01 01:16:34,1,0,135,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2022-02-13 00:06:32,2022-02-01 01:16:34,2,0,0,2022-04-16 20:50:39,1,2022-04-16 20:50:39,-1
14168,d15bc6f8cb2eb545b92e49d1bcee7ed6,30,Sign Up Success,{'Method': 'Apple'},2022-03-04 15:46:38,1,0,134,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-04-16 20:50:39,2022-04-16 20:50:39,0,1,1,2022-03-04 15:50:03,0,2022-03-06 06:45:31,1
14177,d15ca7ac92f14bab3c9c8423fd406660,3,Sign Out,{'Type': 'Auto'},2022-02-06 00:31:55,1,0,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2022-04-16 20:50:39,2022-04-16 20:50:39,0,1,0,2022-04-16 20:50:39,1,2022-04-16 20:50:39,0
14178,d197ed66d9d7d56a95492fd6df0814c9,8,Sign Up Success,{'Method': 'Google'},2022-02-08 13:15:52,1,0,134,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-04-16 20:50:39,2022-04-08 01:13:12,1,0,1,2022-02-08 13:29:28,0,2022-02-27 11:43:51,1
14189,d1c8539f74631b57d93775e8c9fe1676,3,Sign Up Success,{'Method': 'Google'},2022-04-04 21:33:40,1,0,144,0,1,0,1,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2022-04-16 20:50:39,2022-04-16 20:50:39,0,1,0,2022-04-16 20:50:39,1,2022-04-06 10:30:00,0
14202,d1e49bffcac66079c0ffa353ef660c87,26,Sign Up Success,{'Method': 'Email'},2022-02-13 00:54:12,1,0,138,0,1,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2022-04-16 20:50:39,2022-04-16 20:50:39,0,1,0,2022-04-16 20:50:39,1,2022-03-28 08:28:03,0
14219,d237ae5d89292fa9aaf6c0ac59d4ec58,30,Sign Up Success,{'Method': 'Google'},2022-03-04 14:04:03,1,0,144,0,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,2022-04-16 20:50:39,2022-04-04 01:15:32,1,0,1,2022-03-04 14:11:34,0,2022-03-15 05:53:31,1
14259,d263f69b765106b7790f098edb49f17b,28,Add Payment Method Success,{'Payment Method': 'Debit'},2022-02-20 01:00:02,1,0,137,1,1,1,1,0,1,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,2022-03-29 18:36:31,2022-03-19 01:58:38,2,0,1,2022-02-20 01:00:31,0,2022-04-16 20:50:39,-1
14278,d28d816d37fb818aae84057acb73920f,30,Add Vehicle Success,"{'Make': 'Chevrolet', 'Model': 'Impala', 'Color': 'Gray', 'Year': '2008', 'Temporary': 'false', 'Start Date': '', 'End Date': '', 'Rental State': ''}",2022-02-19 19:38:33,0,10,154,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-04-16 20:50:39,2022-04-16 20:50:39,0,1,0,2022-04-16 20:50:39,1,2022-04-16 20:50:39,0
14279,d29f9eabe3c60abf6285269dc49363cf,30,Sign Up Success,{'Method': 'Google'},2022-03-19 13:59:23,0,11,52,0,1,1,1,1,0,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,2022-04-16 20:50:39,2022-04-16 20:50:39,0,1,1,2022-03-19 14:05:12,0,2022-04-16 20:50:39,0
14303,d2c8e9fd8addde95536d13f61cbfb1cc,30,Sign Up Success,{'Method': 'Apple'},2022-04-16 18:19:14,1,0,143,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2022-04-16 20:50:39,2022-04-16 20:50:39,0,1,1,2022-04-16 18:22:13,1,2022-04-16 20:50:39,0
14308,d334b13bae115c3bad366d594fe3141d,3,Sign Up Success,{'Method': 'Apple'},2022-04-06 17:22:16,1,0,135,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-04-16 20:50:39,2022-04-16 20:50:39,0,1,1,2022-04-06 17:39:55,0,2022-04-16 20:50:39,0
14312,d33d34f46cf73763cd4af49ec35c8823,11,Sign Up Success,{'Method': 'Apple'},2022-03-03 16:11:24,1,0,142,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-04-16 20:50:39,2022-04-03 01:20:29,1,0,1,2022-03-03 16:13:36,0,2022-04-16 20:50:39,0
14317,d3d51e2fd28f62d02e93f3aae6179246,5,Wallet Opened,{},2022-01-28 16:46:43,1,0,144,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,2022-04-16 20:50:39,2022-04-05 01:10:05,1,0,0,2022-04-16 20:50:39,1,2022-02-03 09:24:49,2
14330,d3d5ca7fb24dc0f4f3f2a04d31e684a3,8,Sign Up Success,{'Method': 'Google'},2022-03-27 20:20:43,0,10,159,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-04-16 20:50:39,2022-04-16 20:50:39,0,1,1,2022-03-27 22:41:44,0,2022-04-16 20:50:39,0
14334,d3f7cb54e2f003e58da91be561668fff,8,Sign Up Success,{'Method': 'Apple'},2022-02-19 00:22:56,1,0,135,0,1,1,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2022-04-16 20:50:39,2022-03-18 01:10:24,2,0,1,2022-02-19 00:28:56,0,2022-03-01 09:22:33,1
14345,d419671f5cba080699ef4d89f0f2ad3f,3,Sign Up Success,{'Method': 'Google'},2022-02-17 21:10:11,0,11,105,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2022-04-16 20:50:39,2022-04-16 20:50:39,0,1,0,2022-04-16 20:50:39,1,2022-02-28 18:24:28,1
14354,d450657f51b43efb8388edeb957effc2,32,Sign Up Success,{'Method': 'Google'},2022-03-30 20:08:20,0,3,33,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2022-04-01 13:34:42,2022-04-16 20:50:39,0,1,1,2022-03-30 20:13:10,0,2022-04-01 06:33:16,0
14367,d45e2d7aff34467ca7abdf1331a5ad6e,3,Sign Up Success,{'Method': 'Google'},2022-01-21 19:57:06,0,11,63,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2022-04-16 20:50:39,2022-02-21 01:14:09,2,0,1,2022-01-21 20:30:04,0,2022-04-08 10:58:53,0
14379,d4bdb90298b91a903a3a698b6360093e,3,Sign Up Success,{'Method': 'Facebook'},2022-03-25 22:14:46,1,0,141,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2022-04-16 20:50:39,2022-04-16 20:50:39,0,1,0,2022-04-16 20:50:39,1,2022-04-01 10:36:18,0
14387,d545e0069a53fcc868e01726663cd449,3,Sign Up Success,{'Method': 'Google'},2022-04-14 15:44:33,1,0,135,1,1,1,0,1,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,2022-04-16 14:50:13,2022-04-16 20:50:39,0,1,1,2022-04-14 15:49:54,0,2022-04-16 10:54:19,0
14397,d5db42956fe1b7085365599f3937e0f8,30,Order,{'Premium Membership': 'True'},2022-01-18 09:46:16,1,0,142,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2022-04-16 20:50:39,2022-02-09 01:12:21,2,0,0,2022-04-16 20:50:39,1,2022-04-11 06:38:07,0
14454,d6cdbb60e1b5db650a7202e55844ae14,30,Wallet Opened,{},2022-01-18 20:40:05,1,0,135,1,0,0,1,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,2022-01-29 04:21:15,2022-04-16 20:50:39,0,1,0,2022-04-16 20:50:39,1,2022-01-28 06:51:14,0
14501,d71492286214a66398901a7ad5ac2db4,30,Sign Up Success,{'Method': 'Google'},2022-02-05 20:47:53,0,10,155,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2022-04-16 20:50:39,2022-03-05 01:31:07,2,0,1,2022-02-05 20:55:54,0,2022-03-01 06:55:41,1
14520,d719aa7ad95c2a2443c319e9ab4f99e3,30,Sign Up Success,{'Method': 'Apple'},2022-04-03 16:42:08,1,0,136,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,2022-04-16 20:50:39,2022-04-16 20:50:39,0,1,1,2022-04-03 17:04:39,0,2022-04-16 20:50:39,0
14530,d71fbdc7a3f3076709b6529a3cb78d03,3,Sign Up Success,{'Method': 'Google'},2022-02-13 22:26:20,1,0,143,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2022-02-14 04:33:37,2022-04-16 20:50:39,0,1,1,2022-02-13 22:31:03,1,2022-02-18 14:44:18,0
14545,d75348c0146c91293112cdda226af9e3,3,Sign Up Success,{'Method': 'Google'},2022-02-27 00:55:05,1,0,135,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2022-04-16 20:50:39,2022-04-16 20:50:39,0,1,1,2022-02-27 00:59:36,0,2022-02-28 18:47:56,1
14553,d7c4af4c0b35871fba7967ab56458584,3,Sign Up Success,{'Method': 'Google'},2022-03-02 03:17:21,0,11,91,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,2022-03-02 03:40:01,2022-04-16 20:50:39,0,1,1,2022-03-02 03:32:02,1,2022-04-16 20:50:39,-1
14563,d7dc83b1c90f8c2432b09405039cc556,8,Sign Up Success,{'Method': 'Email'},2022-03-26 15:52:19,1,0,137,0,1,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2022-04-16 20:50:39,2022-04-16 20:50:39,0,1,1,2022-03-26 15:56:08,0,2022-04-15 08:21:42,0
14571,d7e3e10cd20069ef853b759ae4910814,30,Sign Up Success,{'Method': 'Google'},2022-04-13 11:20:23,1,0,128,1,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2022-04-13 14:57:07,2022-04-16 20:50:39,0,1,1,2022-04-13 11:25:12,1,2022-04-16 20:50:39,-1
14583,d7f841d27002185c8d2a00cfebd57088,32,Sign Up Success,{'Method': 'Email'},2022-02-03 17:58:18,1,0,134,0,1,0,1,1,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,2022-04-16 20:50:39,2022-04-16 20:50:39,0,1,0,2022-04-16 20:50:39,1,2022-04-12 06:47:01,0
14592,d8a1cb4990bc3a63c5657bd9ae0334a8,3,Sign Up Success,{'Method': 'Google'},2022-03-04 23:36:37,0,11,62,1,1,1,1,1,0,1,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,2022-03-15 10:56:46,2022-04-16 20:50:39,0,1,1,2022-03-04 23:42:01,0,2022-04-16 20:50:39,-1
14625,d97569a26b47b089e4ab0bce7012a12e,19,Sign Up Success,{'Method': 'Email'},2022-02-11 20:23:13,1,0,143,0,1,1,0,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2022-04-16 20:50:39,2022-04-11 01:12:32,1,0,1,2022-02-11 21:01:26,0,2022-03-26 20:41:19,0
14640,d9aa520e805cb82fb8606d6e2f15278c,3,Add Vehicle Success,"{'Make': 'Lexus', 'Model': 'ES', 'Color': 'Black', 'Year': '1998', 'Temporary': 'false', 'Start Date': '', 'End Date': '', 'Rental State': ''}",2022-03-18 01:44:36,0,11,95,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-04-16 20:50:39,2022-04-16 20:50:39,0,1,1,2022-03-18 01:47:35,0,2022-04-16 20:50:39,0
14643,da053be99059b9afaf180a5c07b1f3cb,30,Chat Conversation Opened,"{'From': '', 'Transaction type': ''}",2022-04-12 13:37:40,0,10,161,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2022-04-16 20:50:39,2022-04-16 20:50:39,0,1,0,2022-04-16 20:50:39,1,2022-04-16 20:50:39,0
14645,da115da0c38761649740d23199499d0f,8,Order,{'Premium Membership': 'False'},2022-01-20 09:27:20,2,13,168,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-04-16 20:50:39,2022-04-16 20:50:39,0,1,0,2022-04-16 20:50:39,1,2022-01-20 09:27:20,2
14646,da11b3720191b555d0c65e08a88334b1,3,Sign Up Success,{'Method': 'Email'},2022-03-27 00:48:40,0,10,156,1,1,1,1,1,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,2022-03-27 01:49:15,2022-04-16 20:50:39,0,1,1,2022-03-27 00:54:01,1,2022-04-16 20:50:39,-1
14670,da5756ccf5b65b77a6fdf6bca5587f96,3,Add Vehicle Success,"{'Year': '2022', 'Model': 'Tacoma', 'Temporary': 'false', 'Color': 'Other', 'Make': 'Toyota'}",2022-03-18 22:05:36,1,0,133,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2022-04-16 20:50:39,2022-04-16 20:50:39,0,1,1,2022-03-18 22:08:29,0,2022-04-16 20:50:39,0
14678,da823e0efb16f00e73e2cbf1d8951649,30,Sign Up Success,{'Method': 'Email'},2022-01-17 00:03:21,1,0,136,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2022-04-16 20:50:39,2022-04-16 20:50:39,0,1,0,2022-04-16 20:50:39,1,2022-01-21 07:43:28,2
14683,db61a6c9d22f4fdab79d439095d667c5,35,Sign Up Success,{'Method': 'Apple'},2022-04-03 16:19:00,1,0,143,1,1,1,1,1,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,2022-04-03 17:41:18,2022-04-16 20:50:39,0,1,1,2022-04-03 17:17:54,1,2022-04-16 20:50:39,-1
14699,dbf599a75730944e28e99fa9293773af,30,Wallet Opened,{},2022-02-16 14:29:32,1,0,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2022-04-16 20:50:39,2022-04-16 20:50:39,0,1,0,2022-04-16 20:50:39,1,2022-04-16 20:50:39,0
14700,dc43c4c220c39edd707bd320a635c1cc,30,Sign Up Success,{'Method': 'Email'},2022-04-06 15:42:41,0,11,57,0,1,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2022-04-16 20:50:39,2022-04-16 20:50:39,0,1,1,2022-04-06 19:51:54,0,2022-04-12 08:51:12,0
14710,dc6b9f0b51315d5c1d16df9dbe1b5195,34,Sign Up Success,{'Method': 'Email'},2022-04-02 15:06:14,0,11,46,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2022-04-16 20:50:39,2022-04-16 20:50:39,0,1,1,2022-04-02 15:26:59,0,2022-04-16 20:50:39,0
