,userid,Subscription Premium Cancel,Add Payment Method Success,Subscription Premium,Account History Transaction Details,Add Vehicle Success,Subscription Premium Renew,Sign Up Success,Account Setup Profile Skip,Calculator View,Order,Sign Out,Chat Conversation Opened,Add Vehicle Break,Chat Conversation Started,Wallet Opened,Email Confirmation Success,Add Payment Method Failed,Account Setup Skip,Calculator Used,Sign Up Error,Transaction Refund,Add Vehicle Failed,Reset Password Set
18886,cd1438144a68cb7599bae36706b5038c,0,1,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
18896,cd221a5fde323b20a320893321bf3929,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18897,cd378b7d1a13b1be2e38890852aeb117,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
18901,cd3b52c0c767611821c37973b8f31169,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18902,cd4e32833318c52890435bb93291a327,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18906,cd56cddd5f11f001d50e30060ee78876,0,1,1,0,1,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
18921,cd5fcbcc7159cbce7250425c27ab4ab7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
18923,cd63c9f70b2b6f711b3a064c5351c3d9,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18925,cd7505ab833efdf6ab41bab3df57b13c,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
18928,cd7e3795901923018a806ae9ba1180a3,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
18932,cda1988bb64d6a349dfa450881307bf0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18933,cdb1d88be5d59a03e80c95d2a021f728,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
18938,cdc85e1791f680e1a4d4e4a3202ed29a,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
18941,cdef93e3081adfe87f82df2d25b664a8,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
18943,cdfcb444ff99d5f6b7cc63b73155439b,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
18947,cdfe8bc717fa0acb3a0b1f6542079528,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
18949,ce0cf47f5afc08b5d23269d6d47768af,0,1,1,0,1,0,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0
18963,ce1f9af4fb19ff87ef17e2ae6ff1a45a,0,1,1,1,1,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0
18979,ce3528d5f3373a883c39755724c0f09c,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18981,ce3e5edb71baee282433c98abd4e6bf3,1,1,1,1,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0
19006,ce5e12da979c5968f141f3aa9df94575,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
19010,ce82dfc4b9e92370b636bd75cb0eb3ea,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
19013,ce84234fb60cd4766387be85a95ffc51,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0
19026,ce84e058130e085513f0455bc725865e,0,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
19237,cea2a850099d26c5ded539a472b43069,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
19244,ced9159b3a3c3b835680148e334e381b,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19245,cef1d0b106a9c21aa00effbdabe45bdc,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
19249,cef3c13a885053350dd68b3ce64eddc7,1,1,1,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0
19263,cf1385bb2a652e4c3b689f4722c75589,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19265,cf1fcec8521e3bc997832896eb2f4378,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
19274,cf20fd702abcd043868205ac370273b7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
19276,cf35fa431a2d895944116bcb3d9de7f7,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
19283,cf68f272b77859d717e570a1418233cc,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19284,cf8228556dddddc662d361f71bd823ef,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
19290,cfa3c245d843f7cd93843bfaed0e22cd,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19291,cfc5943f1c6075e649493f63929dd5ef,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
19299,cfce0a2c5f3280e3249fdb2370a15200,0,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,0,0,1,0,0,0,0
19335,cfdfe796768c69a69782a6176e8a3005,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
19339,d04c4b4b8575810181130be5d134470a,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19340,d0570240da347d0fd9324593a736fc80,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19344,d0755a1b6ee5f042cb2b69db6fb75de3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19345,d09eae748c05c8e0fd699e34ac658304,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
19351,d0b0978334434568c90e63e2299297ee,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19353,d0bf8e95584d61eb6eeb766c93a3e8ad,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19354,d0bfc65ab53a89d83a4ca8007fadc2be,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19356,d0d405ef51ec604739e847898e1b2d33,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
19360,d0dba8130afc18489277d8e6c4af0b1a,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19362,d0e7ee85a173c919c6fe5b3f50dea062,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
19364,d112222b18819efd56f5861a1f602ed2,0,1,0,1,1,1,1,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0
19380,d11759b312c9e287a7f13403606437d0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19381,d121af0252ddffd37c9cffe7ea9136e0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
19386,d124433476d7f567f40dd933211ae424,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19387,d12837f8233e212e8c386ba84c2e4afa,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19389,d13cf0b65d1701596269c4000bf647b8,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
19394,d157f120cdc6e87329abde313707a6eb,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19396,d15bc6f8cb2eb545b92e49d1bcee7ed6,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
19405,d15ca7ac92f14bab3c9c8423fd406660,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
19406,d17f63123266804ecaa54b0ce87addd9,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
19412,d197ed66d9d7d56a95492fd6df0814c9,0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
19423,d1b1026526788be2d4d5b7291718844b,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19424,d1c8539f74631b57d93775e8c9fe1676,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0
19437,d1cf9eb97410f027ca13aad1f55dae89,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
19441,d1d33a82420af0a79c4b2b6929229321,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
19443,d1e49bffcac66079c0ffa353ef660c87,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0
19460,d20e1e24a24890d14dace3f1f0bb4c51,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
19463,d22850b943dc9ef5333d0b6d6f1d8620,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
19468,d237ae5d89292fa9aaf6c0ac59d4ec58,0,1,1,1,1,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0
19508,d263f69b765106b7790f098edb49f17b,1,1,1,1,0,1,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0
19527,d26dd3d16ec33363db18c8621a2951a0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
19530,d27fdf7f936b045b3cebb1f2771d78be,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19532,d28d816d37fb818aae84057acb73920f,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19533,d29f9eabe3c60abf6285269dc49363cf,0,1,1,1,1,0,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0
19557,d2c25f0ba41fc12a5d09f89c0bbdb52d,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0
19561,d2c8e9fd8addde95536d13f61cbfb1cc,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19566,d2d8da3d57f5aa6688c5482cd6223766,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
19568,d2df3611edbb3bea1730b13a0af13589,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19569,d2ebf438a87c4e490a39c056603f5671,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19570,d2f638e7d0e159aac80cd00aff7095b9,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19572,d31582ddc1214b73d5a73dabef7d3dd2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
19574,d31d988bc9fbb6b8bc0b6a8f1e7e8044,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
19582,d334b13bae115c3bad366d594fe3141d,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19586,d33d34f46cf73763cd4af49ec35c8823,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19591,d34bcfae535507c1a9b54c0e76907d3d,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19592,d3a18d526b4fd34ad49da335dba975e4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19593,d3bd7893878c2e6c6d96f745712ebec0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19594,d3d51e2fd28f62d02e93f3aae6179246,0,0,0,1,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0
19607,d3d5ca7fb24dc0f4f3f2a04d31e684a3,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19611,d3dcc0d1069552463722aab9eae1e6b7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19612,d3eabace3faa859912dd61736ddffc26,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19613,d3eed417b8287e4b9336e37bab265a1e,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
19616,d3f7cb54e2f003e58da91be561668fff,0,1,1,0,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
19627,d3f7e60751e1ee3c2eabd03060d657d4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
19629,d419671f5cba080699ef4d89f0f2ad3f,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
19638,d419799143aacba63fd7b2f408b88ad2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19640,d445b0b3b11dd324d0beff324d63e0f2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19642,d450657f51b43efb8388edeb957effc2,1,1,1,1,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
19655,d4556c6aa5924d58ca79764ebc0dd401,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
19657,d45649f468a2fc7d271393ec1fb19cad,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19658,d45e2d7aff34467ca7abdf1331a5ad6e,0,1,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
19670,d46dcb2f00b6243de8714b979d524634,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19671,d4752d1216488c1b450dc5a0dbd4ad36,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
19673,d48c50fe640aa1aa8f0a61de8c017bee,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19674,d4a870b82f532b5e9a860e99a70712a9,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19677,d4acddb1b65a68fa1c10d82ce05d11f4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
19679,d4b62ee0162cefa6c81bc09f68f884ad,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19680,d4bd6bf2b42cc3b169736cf5069f2eb4,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
19682,d4bdb90298b91a903a3a698b6360093e,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
19690,d4d2657e078d13cfe6b43509c52fe0f5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
19692,d5331a8320b301823feff7443c4a5671,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
19697,d5348bfb9816c15891dd13981a05777b,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19698,d538dc6b56a5319edade6d4a36c14717,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19699,d53df011fd3a50b0fdc0cf488d67c6a3,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
19704,d545e0069a53fcc868e01726663cd449,1,1,1,0,1,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0
19714,d5545663ff7f451293699ebb05333fc5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19715,d55dc883e93bbe0c1f18da3563842749,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19717,d56da96a5390a16eeb9523646b548414,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19718,d57d0218d98214f08b806d231dd5a619,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19721,d57f48f2c4359b03da0ddf0d260f2af0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19722,d596ede2cfea5be3ab31a2d3f6299a7f,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
19725,d5a9b1abbb7c0378b9a56063f66d96f5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19726,d5be38ab3d5724fa24f5e7b740a38e37,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19727,d5c3eea17b02db96ea5a843e65dd9ac2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19728,d5d060afd6c31f17171a55559ce26855,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19729,d5d4ed69de7ae6e6ab2efb1c13c54ca0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19730,d5d9e08874edbe611dd1d054b9948638,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
19733,d5db42956fe1b7085365599f3937e0f8,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
19790,d5e082568079ebbb99a5ff2058d8c6ba,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19791,d5e4f96ef540dc330448e9ed1dbb64f6,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19793,d616f120a9ec1dbb7c188f8a1d820040,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19794,d634c9678f0f1bdf4ce6934780b58775,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19795,d63c161a346b34248fb8da148e8d8630,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19798,d6459c50f4a21724677a7904dc87ced0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
19801,d670c5c485ef96e89ee4f44184e02117,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19802,d6b0864c1764e08221d04cc5780ddc4e,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
19805,d6cdbb60e1b5db650a7202e55844ae14,1,0,0,1,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0
19852,d6da62f56ee3f76a9cc7f9be92de9253,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19854,d6f06968df92561241a6d98534346ac7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19855,d7008d106ec3cf89572e27f9341f4c99,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19856,d71492286214a66398901a7ad5ac2db4,0,1,1,1,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
19875,d719aa7ad95c2a2443c319e9ab4f99e3,0,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
19885,d71fbdc7a3f3076709b6529a3cb78d03,1,1,1,1,1,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0
19900,d7239f7282e679ba34ca2128e78ef5b8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
19902,d7440315e7fe8eaa20fe0d7081cb333e,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
19905,d7471ed109bd9256c0e71f9726554bdf,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19907,d75348c0146c91293112cdda226af9e3,0,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
19915,d75855bbb9dac5e9c47415d54981a34e,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19916,d78d159618b1fabd706a15d55ee0ee37,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
19919,d7b231f867b211d63bdb544948d7f178,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
19921,d7c4af4c0b35871fba7967ab56458584,1,1,1,1,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0
19931,d7c8d3162a519cd45606915b569aa882,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
19934,d7dc83b1c90f8c2432b09405039cc556,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
19942,d7e3e10cd20069ef853b759ae4910814,1,1,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
19954,d7f841d27002185c8d2a00cfebd57088,0,1,0,1,1,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
19963,d8036b2c55354469e33bae6b95a0eccc,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19964,d809023b58a68c1caa2c1ecb38e35b03,0,0,0,0,1,0,1,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0
19975,d81ef6d10dd33c37ee1b63a6bbdcca87,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
19977,d84283c45fc17322a7d22e356ca2090d,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
19980,d849c87536926dfc845f949e0074cd64,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19982,d84e2d851cc4b47915ece573f22f8194,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19984,d877c0cae4d1247eb4033138c542ee1f,0,0,0,0,0,0,1,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0
19993,d87f3658f7320a9bef19765e4a3ac603,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
20000,d8a1cb4990bc3a63c5657bd9ae0334a8,1,1,1,1,1,0,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0
20033,d8cbbf1fbc81d5e211d260e54c125cf5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20034,d8e3d83cb34caf62b5f53fb8349499cb,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20035,d8ecf52b0e41fa1216cabc4a87ad3452,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
20038,d909e1e41aba425969f70cb51f5b4e28,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20040,d9255b1f08d3ee929cbc644f951fb6c7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
20042,d936257a7dec74ec26d5666df91b8d0f,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20043,d93c71c6a75f91a80fa7dcc0c6b62162,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0
20051,d94829af91dcbd843d084328efe1187c,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20052,d94abf62b45dbbd472e215930836c127,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20053,d94d91f81d5e649d5a0c6bf7ba5cef6d,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20055,d94febcda5cc3e02120f316eebd5176e,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
20058,d952507356ad4cce8bda835e770c5f3e,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
20061,d96503243221a2655e5fe503b7081fb2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20062,d97569a26b47b089e4ab0bce7012a12e,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
20077,d9aa520e805cb82fb8606d6e2f15278c,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20080,d9b886aa63c6775dbfbfbfdf106d6e6a,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20084,d9f2ffcc32ab1008f29025d58f8efaf0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20085,da053be99059b9afaf180a5c07b1f3cb,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
20087,da115da0c38761649740d23199499d0f,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
20088,da11b3720191b555d0c65e08a88334b1,1,1,1,1,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0
20112,da18aa920e827d4a2403f4d88bbae137,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
20114,da236262d8989e33541f8b4e6fcfde1c,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20116,da2fc93b260fcb2507f2f632ba42b274,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
20119,da4e1f77c4d8e3510f590818430482e8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20120,da56c5ef543f5b1085d3ccdfbd293b6c,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20122,da56d9a7ba9023c4b522004f58f4509e,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20124,da5756ccf5b65b77a6fdf6bca5587f96,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
20132,da6dc8bbf9e001d760365980ab74844e,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20133,da823e0efb16f00e73e2cbf1d8951649,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
20138,da932468811c69fc4694c2c96fc9ce9b,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20141,daba89ff83d67cc8f42556f5e171eea5,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
